timestamp;buyer;seller;symbol;currency;price;quantity
11500;;;CHOCOLATE;SEASHELLS;7898;8
11600;;;AMETHYSTS;SEASHELLS;9998;1
11600;;;STRAWBERRIES;SEASHELLS;4034;8
11800;;;AMETHYSTS;SEASHELLS;9998;1
11800;;;STARFRUIT;SEASHELLS;5018;1
11900;;;CHOCOLATE;SEASHELLS;7898;8
12000;;;STARFRUIT;SEASHELLS;5017;1
12000;;;STRAWBERRIES;SEASHELLS;4033;7
12100;;;AMETHYSTS;SEASHELLS;9998;1
12100;;;CHOCOLATE;SEASHELLS;7896;8
12100;;;ROSES;SEASHELLS;14388;1
12200;;SUBMISSION;GIFT_BASKET;SEASHELLS;70562;8
12200;;;AMETHYSTS;SEASHELLS;10004;1
12200;;;AMETHYSTS;SEASHELLS;10004;1
12200;;;STARFRUIT;SEASHELLS;5023;2
12300;SUBMISSION;;CHOCOLATE;SEASHELLS;7895;32
12300;SUBMISSION;;ROSES;SEASHELLS;14389;8
12300;SUBMISSION;;STRAWBERRIES;SEASHELLS;4034;40
12300;;;STARFRUIT;SEASHELLS;5021;1
12400;;;STARFRUIT;SEASHELLS;5021;1
12500;;;STARFRUIT;SEASHELLS;5020;3
12600;;;GIFT_BASKET;SEASHELLS;70563;1
12900;;;GIFT_BASKET;SEASHELLS;70563;2
13000;;;ROSES;SEASHELLS;14398;5
13300;;;AMETHYSTS;SEASHELLS;10002;1
13300;;;STARFRUIT;SEASHELLS;5015;1
13400;;;STARFRUIT;SEASHELLS;5015;1
13600;;;AMETHYSTS;SEASHELLS;10002;1
13700;;;STARFRUIT;SEASHELLS;5019;1
13800;;;ROSES;SEASHELLS;14402;10
14000;;;AMETHYSTS;SEASHELLS;10002;1
14200;;;ROSES;SEASHELLS;14410;2
14400;;;ROSES;SEASHELLS;14414;2
14500;;;AMETHYSTS;SEASHELLS;10004;2
14500;;;STRAWBERRIES;SEASHELLS;4032;3
14600;;;AMETHYSTS;SEASHELLS;9996;1
14600;;;AMETHYSTS;SEASHELLS;9996;3
14600;;;AMETHYSTS;SEASHELLS;9998;1
14700;;;AMETHYSTS;SEASHELLS;9998;1
14700;;;AMETHYSTS;SEASHELLS;9998;2
14700;;;CHOCOLATE;SEASHELLS;7896;5
14700;;;STARFRUIT;SEASHELLS;5013;2
14900;;;CHOCOLATE;SEASHELLS;7896;5
15000;;;GIFT_BASKET;SEASHELLS;70601;1
15000;;;GIFT_BASKET;SEASHELLS;70601;4
15000;;;ORCHIDS;SEASHELLS;1078;5
15000;;;STARFRUIT;SEASHELLS;5014;1
15200;;;STARFRUIT;SEASHELLS;5019;2
15300;;;GIFT_BASKET;SEASHELLS;70627;2
15300;;;GIFT_BASKET;SEASHELLS;70627;4
15400;;;AMETHYSTS;SEASHELLS;9998;3
15500;;;STARFRUIT;SEASHELLS;5016;10
15700;;;CHOCOLATE;SEASHELLS;7899;9
15900;;;AMETHYSTS;SEASHELLS;10004;1
15900;;;STARFRUIT;SEASHELLS;5020;1
16000;;;STARFRUIT;SEASHELLS;5016;9
16100;;;STRAWBERRIES;SEASHELLS;4033;9
16200;;;AMETHYSTS;SEASHELLS;9996;1
16200;;;STARFRUIT;SEASHELLS;5015;1
16300;;;STARFRUIT;SEASHELLS;5017;2
16400;SUBMISSION;;GIFT_BASKET;SEASHELLS;70623;6
16500;;SUBMISSION;CHOCOLATE;SEASHELLS;7894;24
16500;;SUBMISSION;ROSES;SEASHELLS;14417;6
16500;;SUBMISSION;STRAWBERRIES;SEASHELLS;4033;30
16500;;;STRAWBERRIES;SEASHELLS;4033;11
16800;;;STARFRUIT;SEASHELLS;5020;4
17000;;;ROSES;SEASHELLS;14411;2
17100;;;AMETHYSTS;SEASHELLS;10004;2
17100;;;STARFRUIT;SEASHELLS;5023;2
17200;;;STARFRUIT;SEASHELLS;5020;6
17300;;;STRAWBERRIES;SEASHELLS;4032;11
17600;;;CHOCOLATE;SEASHELLS;7889;6
17700;;;STRAWBERRIES;SEASHELLS;4032;8
17700;;;STRAWBERRIES;SEASHELLS;4034;10
17900;;;AMETHYSTS;SEASHELLS;9996;1
17900;;;CHOCOLATE;SEASHELLS;7890;8
17900;;;STARFRUIT;SEASHELLS;5021;1
17900;;;STARFRUIT;SEASHELLS;5020;3
17900;;;STARFRUIT;SEASHELLS;5016;1
18000;;;AMETHYSTS;SEASHELLS;9998;4
18000;;;AMETHYSTS;SEASHELLS;9998;2
18000;;;STRAWBERRIES;SEASHELLS;4032;8
18300;;;STARFRUIT;SEASHELLS;5020;1
18300;;;STRAWBERRIES;SEASHELLS;4032;8
18400;;;ROSES;SEASHELLS;14419;7
18500;;;AMETHYSTS;SEASHELLS;9996;1
19100;;;CHOCOLATE;SEASHELLS;7895;5
19100;;;STRAWBERRIES;SEASHELLS;4032;5
19200;;;AMETHYSTS;SEASHELLS;10002;1
19200;;;STRAWBERRIES;SEASHELLS;4031;3
19200;;;STRAWBERRIES;SEASHELLS;4032;9
20200;;;AMETHYSTS;SEASHELLS;9998;1
20500;;;STRAWBERRIES;SEASHELLS;4032;10
20600;;;AMETHYSTS;SEASHELLS;10002;1
20600;;;STARFRUIT;SEASHELLS;5015;1
20700;;;STRAWBERRIES;SEASHELLS;4034;6
20800;;;CHOCOLATE;SEASHELLS;7892;5
20900;;;AMETHYSTS;SEASHELLS;9998;8
20900;;;CHOCOLATE;SEASHELLS;7893;6
20900;;;STARFRUIT;SEASHELLS;5014;1
21100;;;AMETHYSTS;SEASHELLS;9998;1
21100;;;STARFRUIT;SEASHELLS;5015;5
21200;;;AMETHYSTS;SEASHELLS;9998;1
21300;;;STRAWBERRIES;SEASHELLS;4032;5
21400;;;AMETHYSTS;SEASHELLS;9998;1
21500;;;GIFT_BASKET;SEASHELLS;70579;1
21800;;;ROSES;SEASHELLS;14379;5
22000;;;STARFRUIT;SEASHELLS;5019;1
22000;;;STARFRUIT;SEASHELLS;5019;14
22100;;;AMETHYSTS;SEASHELLS;9998;7
22200;;;AMETHYSTS;SEASHELLS;10004;1
22200;;;STARFRUIT;SEASHELLS;5020;8
22300;;;AMETHYSTS;SEASHELLS;10002;1
22400;;;AMETHYSTS;SEASHELLS;10002;4
22400;;;STARFRUIT;SEASHELLS;5018;6
22400;;;STARFRUIT;SEASHELLS;5018;6
22500;;SUBMISSION;GIFT_BASKET;SEASHELLS;70554;6
22600;SUBMISSION;;CHOCOLATE;SEASHELLS;7886;24
22600;SUBMISSION;;ROSES;SEASHELLS;14369;6
22600;SUBMISSION;;STRAWBERRIES;SEASHELLS;4034;30
22600;;;AMETHYSTS;SEASHELLS;10002;4
22600;;;AMETHYSTS;SEASHELLS;10002;1
22600;;;STARFRUIT;SEASHELLS;5020;10
22700;;;STARFRUIT;SEASHELLS;5018;1
22900;;;STRAWBERRIES;SEASHELLS;4034;9
23000;;SUBMISSION;GIFT_BASKET;SEASHELLS;70521;6
23100;SUBMISSION;;CHOCOLATE;SEASHELLS;7885;24
23100;SUBMISSION;;ROSES;SEASHELLS;14362;6
23100;SUBMISSION;;STRAWBERRIES;SEASHELLS;4035;30
23200;;;AMETHYSTS;SEASHELLS;10002;2
23200;;;CHOCOLATE;SEASHELLS;7884;7
23400;;;CHOCOLATE;SEASHELLS;7884;8
23500;;;CHOCOLATE;SEASHELLS;7885;8
23500;;;ROSES;SEASHELLS;14365;4
23600;;;STARFRUIT;SEASHELLS;5013;1
23700;;;CHOCOLATE;SEASHELLS;7885;8
23700;;;ROSES;SEASHELLS;14371;3
23800;;;STARFRUIT;SEASHELLS;5021;14
23900;;;STRAWBERRIES;SEASHELLS;4034;6
24100;;;AMETHYSTS;SEASHELLS;10004;2
24100;;;AMETHYSTS;SEASHELLS;10004;7
24200;;;STRAWBERRIES;SEASHELLS;4034;5
24400;;;AMETHYSTS;SEASHELLS;9998;1
24400;;;STARFRUIT;SEASHELLS;5020;1
24500;;;STARFRUIT;SEASHELLS;5013;1
24600;;;STARFRUIT;SEASHELLS;5018;1
24900;;;AMETHYSTS;SEASHELLS;9998;1
25200;;;STARFRUIT;SEASHELLS;5015;5
25300;;;CHOCOLATE;SEASHELLS;7884;5
25300;;;STRAWBERRIES;SEASHELLS;4035;8
25500;;;AMETHYSTS;SEASHELLS;10002;2
25500;;;STARFRUIT;SEASHELLS;5014;1
25500;;;STRAWBERRIES;SEASHELLS;4036;4
25600;;;CHOCOLATE;SEASHELLS;7882;8
25800;;;AMETHYSTS;SEASHELLS;10004;1
25800;;;STARFRUIT;SEASHELLS;5021;1
25900;;;AMETHYSTS;SEASHELLS;10004;2
25900;;;STARFRUIT;SEASHELLS;5020;2
25900;;;STARFRUIT;SEASHELLS;5019;1
26000;;;AMETHYSTS;SEASHELLS;10004;1
26000;;;STARFRUIT;SEASHELLS;5014;1
26000;;;STARFRUIT;SEASHELLS;5021;1
26200;;;AMETHYSTS;SEASHELLS;10002;1
26200;;;STRAWBERRIES;SEASHELLS;4036;12
26500;;;STRAWBERRIES;SEASHELLS;4035;6
26700;;;STARFRUIT;SEASHELLS;5015;1
26700;;;STARFRUIT;SEASHELLS;5015;14
26800;;;STRAWBERRIES;SEASHELLS;4036;7
27200;;;GIFT_BASKET;SEASHELLS;70557;2
27200;;;STARFRUIT;SEASHELLS;5016;6
27300;;;STRAWBERRIES;SEASHELLS;4036;8
27400;;;STARFRUIT;SEASHELLS;5018;5
27500;;;STRAWBERRIES;SEASHELLS;4037;4
27700;;;AMETHYSTS;SEASHELLS;10002;5
27900;;;AMETHYSTS;SEASHELLS;9995;5
28000;;;STARFRUIT;SEASHELLS;5017;1
28000;;;STARFRUIT;SEASHELLS;5017;8
28100;;;AMETHYSTS;SEASHELLS;10004;1
28100;;;STARFRUIT;SEASHELLS;5023;1
28200;;;GIFT_BASKET;SEASHELLS;70565;2
28600;;;AMETHYSTS;SEASHELLS;10002;3
28600;;;ROSES;SEASHELLS;14395;3
28600;;;STARFRUIT;SEASHELLS;5018;1
29100;;;CHOCOLATE;SEASHELLS;7885;8
29200;;;STRAWBERRIES;SEASHELLS;4035;6
29300;;;GIFT_BASKET;SEASHELLS;70558;1
29300;;;GIFT_BASKET;SEASHELLS;70557;4
29400;;;GIFT_BASKET;SEASHELLS;70576;2
29600;;;ROSES;SEASHELLS;14398;2
29600;;;STARFRUIT;SEASHELLS;5018;3
29700;;;STARFRUIT;SEASHELLS;5020;3
29800;;;AMETHYSTS;SEASHELLS;9996;1
30200;;;AMETHYSTS;SEASHELLS;9996;1
30200;;;AMETHYSTS;SEASHELLS;9995;2
30200;;;STARFRUIT;SEASHELLS;5017;2
30400;;;CHOCOLATE;SEASHELLS;7892;5
30400;;;STARFRUIT;SEASHELLS;5017;15
30400;;;STRAWBERRIES;SEASHELLS;4036;9
30500;;;AMETHYSTS;SEASHELLS;10004;2
30500;;;STARFRUIT;SEASHELLS;5018;1
30500;;;STARFRUIT;SEASHELLS;5024;2
30600;;;ROSES;SEASHELLS;14399;2
30800;;;AMETHYSTS;SEASHELLS;9998;4
30800;;;STARFRUIT;SEASHELLS;5024;1
30900;;;ROSES;SEASHELLS;14398;5
30900;;;STRAWBERRIES;SEASHELLS;4033;10
31000;;;ROSES;SEASHELLS;14393;1
31100;;;AMETHYSTS;SEASHELLS;9998;1
31100;;;STARFRUIT;SEASHELLS;5019;1
31400;;;ROSES;SEASHELLS;14395;1
31400;;;STARFRUIT;SEASHELLS;5019;1
31500;;;STARFRUIT;SEASHELLS;5025;1
31700;;;AMETHYSTS;SEASHELLS;10002;1
31900;;;AMETHYSTS;SEASHELLS;10004;1
31900;;;STARFRUIT;SEASHELLS;5028;1
32000;;;AMETHYSTS;SEASHELLS;10002;1
32200;;;STARFRUIT;SEASHELLS;5027;1
32300;;;ROSES;SEASHELLS;14399;2
32300;;;STARFRUIT;SEASHELLS;5026;3
32400;;;ORCHIDS;SEASHELLS;1048;2
32400;;;STARFRUIT;SEASHELLS;5021;1
32500;;;AMETHYSTS;SEASHELLS;10002;1
32600;;;STARFRUIT;SEASHELLS;5022;1
32700;;;AMETHYSTS;SEASHELLS;10002;2
32700;;;CHOCOLATE;SEASHELLS;7892;10
32800;;;GIFT_BASKET;SEASHELLS;70576;4
32900;;;AMETHYSTS;SEASHELLS;10004;1
32900;;;STARFRUIT;SEASHELLS;5027;1
33000;;;AMETHYSTS;SEASHELLS;10002;5
33000;;;AMETHYSTS;SEASHELLS;10002;2
33000;;;AMETHYSTS;SEASHELLS;10002;1
33000;;;STARFRUIT;SEASHELLS;5023;2
33200;;;STARFRUIT;SEASHELLS;5027;1
33300;;;STRAWBERRIES;SEASHELLS;4032;4
33400;;;AMETHYSTS;SEASHELLS;10002;3
33400;;;ROSES;SEASHELLS;14389;3
33400;;;STRAWBERRIES;SEASHELLS;4032;11
33400;;;STRAWBERRIES;SEASHELLS;4032;4
33600;;;CHOCOLATE;SEASHELLS;7891;7
33600;;;ROSES;SEASHELLS;14395;1
33800;;;ROSES;SEASHELLS;14394;2
33900;;;CHOCOLATE;SEASHELLS;7892;5
34300;;;AMETHYSTS;SEASHELLS;9998;1
34300;;;STARFRUIT;SEASHELLS;5021;1
34300;;;STARFRUIT;SEASHELLS;5022;1
34300;;;STARFRUIT;SEASHELLS;5024;5
34400;;;ROSES;SEASHELLS;14393;4
34400;;;STRAWBERRIES;SEASHELLS;4032;4
34600;;;AMETHYSTS;SEASHELLS;10004;1
34600;;;CHOCOLATE;SEASHELLS;7893;5
34800;;;CHOCOLATE;SEASHELLS;7891;8
34800;;;STRAWBERRIES;SEASHELLS;4033;11
34900;;;AMETHYSTS;SEASHELLS;9998;3
34900;;;STARFRUIT;SEASHELLS;5019;13
35100;;SUBMISSION;GIFT_BASKET;SEASHELLS;70588;6
35100;;;AMETHYSTS;SEASHELLS;9995;2
35100;;;ROSES;SEASHELLS;14391;1
35100;;;STARFRUIT;SEASHELLS;5019;2
35200;SUBMISSION;;CHOCOLATE;SEASHELLS;7887;24
35200;SUBMISSION;;ROSES;SEASHELLS;14390;6
35200;SUBMISSION;;STRAWBERRIES;SEASHELLS;4034;30
35400;;;AMETHYSTS;SEASHELLS;9995;2
35400;;;STARFRUIT;SEASHELLS;5019;4
35400;;;STARFRUIT;SEASHELLS;5019;2
35800;;;STARFRUIT;SEASHELLS;5024;1
36000;;;STARFRUIT;SEASHELLS;5020;2
36100;;;AMETHYSTS;SEASHELLS;9998;1
36100;;;STRAWBERRIES;SEASHELLS;4034;4
36400;;;AMETHYSTS;SEASHELLS;10004;1
36400;;;AMETHYSTS;SEASHELLS;10004;10
36600;;;STARFRUIT;SEASHELLS;5020;3
36800;;;STRAWBERRIES;SEASHELLS;4035;4
37000;;;ROSES;SEASHELLS;14382;5
37100;SUBMISSION;;GIFT_BASKET;SEASHELLS;70560;8
37100;;;STARFRUIT;SEASHELLS;5024;1
37100;;;STARFRUIT;SEASHELLS;5023;3
37200;;SUBMISSION;CHOCOLATE;SEASHELLS;7889;32
37200;;SUBMISSION;ROSES;SEASHELLS;14381;8
37200;;SUBMISSION;STRAWBERRIES;SEASHELLS;4035;40
37200;;;AMETHYSTS;SEASHELLS;9998;1
37400;;;STRAWBERRIES;SEASHELLS;4037;4
37600;;;STRAWBERRIES;SEASHELLS;4037;6
37800;;;ROSES;SEASHELLS;14392;2
37800;;;STARFRUIT;SEASHELLS;5026;1
37900;;;STARFRUIT;SEASHELLS;5026;1
38000;;;AMETHYSTS;SEASHELLS;9998;4
38000;;;CHOCOLATE;SEASHELLS;7890;7
38100;;;AMETHYSTS;SEASHELLS;10002;2
38400;;;ROSES;SEASHELLS;14389;4
38400;;;STARFRUIT;SEASHELLS;5026;14
38500;;;AMETHYSTS;SEASHELLS;10002;1
38600;;;GIFT_BASKET;SEASHELLS;70595;1
38700;;;AMETHYSTS;SEASHELLS;10002;1
39000;;;STARFRUIT;SEASHELLS;5021;5
39200;;;STARFRUIT;SEASHELLS;5019;1
39200;;;STARFRUIT;SEASHELLS;5020;5
39500;;;ROSES;SEASHELLS;14387;3
39500;;;STARFRUIT;SEASHELLS;5024;7
39700;;;STRAWBERRIES;SEASHELLS;4036;12
39800;;;CHOCOLATE;SEASHELLS;7890;6
39800;;;STARFRUIT;SEASHELLS;5023;1
39900;;;AMETHYSTS;SEASHELLS;9998;4
40000;;;AMETHYSTS;SEASHELLS;10004;1
40000;;;CHOCOLATE;SEASHELLS;7890;8
40000;;;STARFRUIT;SEASHELLS;5025;1
40400;;;STRAWBERRIES;SEASHELLS;4038;6
40500;;;AMETHYSTS;SEASHELLS;9998;4
40600;;;STARFRUIT;SEASHELLS;5019;1
40700;;;STARFRUIT;SEASHELLS;5019;1
40800;;;AMETHYSTS;SEASHELLS;10002;8
40800;;;STARFRUIT;SEASHELLS;5019;1
40800;;;STRAWBERRIES;SEASHELLS;4039;5
40900;;;STRAWBERRIES;SEASHELLS;4038;9
41000;;;STARFRUIT;SEASHELLS;5021;2
41100;;;STRAWBERRIES;SEASHELLS;4038;9
41300;;;AMETHYSTS;SEASHELLS;9995;6
41300;;;CHOCOLATE;SEASHELLS;7891;7
41300;;;STARFRUIT;SEASHELLS;5025;1
41700;;;ORCHIDS;SEASHELLS;1038;3
42100;;;CHOCOLATE;SEASHELLS;7891;8
42300;;;AMETHYSTS;SEASHELLS;9998;1
42400;;;AMETHYSTS;SEASHELLS;9998;5
42400;;;ROSES;SEASHELLS;14349;2
42500;;;GIFT_BASKET;SEASHELLS;70514;6
42600;;;ROSES;SEASHELLS;14349;3
42600;;;STARFRUIT;SEASHELLS;5020;1
42600;;;STRAWBERRIES;SEASHELLS;4038;8
42700;;;AMETHYSTS;SEASHELLS;10002;1
42700;;;STRAWBERRIES;SEASHELLS;4037;4
42800;;;AMETHYSTS;SEASHELLS;9998;1
42800;;;CHOCOLATE;SEASHELLS;7892;7
42800;;;STARFRUIT;SEASHELLS;5021;3
43100;;;CHOCOLATE;SEASHELLS;7890;9
43300;;;CHOCOLATE;SEASHELLS;7890;9
43400;;;AMETHYSTS;SEASHELLS;9996;2
43400;;;AMETHYSTS;SEASHELLS;9996;2
43400;;;STARFRUIT;SEASHELLS;5026;2
43500;;;AMETHYSTS;SEASHELLS;10005;1
43500;;;STARFRUIT;SEASHELLS;5024;1
43600;;;STARFRUIT;SEASHELLS;5024;6
43600;;;STARFRUIT;SEASHELLS;5024;8
43700;;;STARFRUIT;SEASHELLS;5023;3
43800;;;STARFRUIT;SEASHELLS;5019;1
44000;;;STARFRUIT;SEASHELLS;5025;1
44400;;;ROSES;SEASHELLS;14350;3
44600;;;ROSES;SEASHELLS;14348;3
44600;;;STARFRUIT;SEASHELLS;5027;1
44600;;;STRAWBERRIES;SEASHELLS;4039;5
44700;;;ORCHIDS;SEASHELLS;1029;4
44700;;;STRAWBERRIES;SEASHELLS;4038;6
44800;;;ROSES;SEASHELLS;14353;5
45000;;;AMETHYSTS;SEASHELLS;9995;2
45000;;;STARFRUIT;SEASHELLS;5022;2
45100;;;CHOCOLATE;SEASHELLS;7888;6
45200;;;CHOCOLATE;SEASHELLS;7890;6
45300;;;STRAWBERRIES;SEASHELLS;4038;4
45400;;;AMETHYSTS;SEASHELLS;10004;2
45400;;;STARFRUIT;SEASHELLS;5028;2
45500;SUBMISSION;;GIFT_BASKET;SEASHELLS;70495;10
45500;;;STARFRUIT;SEASHELLS;5021;1
45500;;;STRAWBERRIES;SEASHELLS;4038;6
45600;;SUBMISSION;CHOCOLATE;SEASHELLS;7893;40
45600;;SUBMISSION;ROSES;SEASHELLS;14356;10
45600;;SUBMISSION;STRAWBERRIES;SEASHELLS;4036;50
45600;;;AMETHYSTS;SEASHELLS;10002;1
45600;;;STARFRUIT;SEASHELLS;5027;1
45900;;;GIFT_BASKET;SEASHELLS;70509;2
45900;;;GIFT_BASKET;SEASHELLS;70508;6
46000;;;CHOCOLATE;SEASHELLS;7891;7
46000;;;ORCHIDS;SEASHELLS;1033;2
46200;;;AMETHYSTS;SEASHELLS;10002;1
46200;;;ROSES;SEASHELLS;14371;2
46600;;;ROSES;SEASHELLS;14378;4
47200;;;AMETHYSTS;SEASHELLS;10004;1
47300;;;AMETHYSTS;SEASHELLS;9998;1
47300;;;STARFRUIT;SEASHELLS;5023;1
47400;;;STARFRUIT;SEASHELLS;5024;8
47400;;;STARFRUIT;SEASHELLS;5030;14
47800;;;AMETHYSTS;SEASHELLS;10002;4
47900;;;STARFRUIT;SEASHELLS;5029;10
48000;;;AMETHYSTS;SEASHELLS;9998;1
48000;;;STARFRUIT;SEASHELLS;5027;5
48300;;;AMETHYSTS;SEASHELLS;10002;1
48400;;;ROSES;SEASHELLS;14380;2
48400;;;STARFRUIT;SEASHELLS;5029;6
48500;;;CHOCOLATE;SEASHELLS;7897;6
48600;;;AMETHYSTS;SEASHELLS;10004;1
48600;;;AMETHYSTS;SEASHELLS;10004;10
48600;;;AMETHYSTS;SEASHELLS;10002;1
48600;;;STARFRUIT;SEASHELLS;5028;1
48700;;;STARFRUIT;SEASHELLS;5024;1
48800;;;STARFRUIT;SEASHELLS;5028;1
48900;;;CHOCOLATE;SEASHELLS;7898;5
49000;;;AMETHYSTS;SEASHELLS;9998;1
49000;;;STRAWBERRIES;SEASHELLS;4037;9
49100;;;AMETHYSTS;SEASHELLS;10002;1
49100;;;STRAWBERRIES;SEASHELLS;4036;9
49300;;;AMETHYSTS;SEASHELLS;10002;10
49300;;;STRAWBERRIES;SEASHELLS;4035;12
49700;;;STARFRUIT;SEASHELLS;5022;1
49900;;;STARFRUIT;SEASHELLS;5027;1
50400;;;STRAWBERRIES;SEASHELLS;4037;7
50500;;;STARFRUIT;SEASHELLS;5026;4
50600;;;STARFRUIT;SEASHELLS;5023;4
50800;;;AMETHYSTS;SEASHELLS;10002;1
50900;;;AMETHYSTS;SEASHELLS;9996;2
50900;;;AMETHYSTS;SEASHELLS;9996;10
50900;;;STARFRUIT;SEASHELLS;5022;4
50900;;;STRAWBERRIES;SEASHELLS;4038;7
50900;;;STRAWBERRIES;SEASHELLS;4038;4
51100;;;ROSES;SEASHELLS;14393;4
51200;;;CHOCOLATE;SEASHELLS;7897;5
51300;;;AMETHYSTS;SEASHELLS;9998;3
51300;;;AMETHYSTS;SEASHELLS;9998;1
51300;;;CHOCOLATE;SEASHELLS;7897;5
51400;;;AMETHYSTS;SEASHELLS;9998;1
51400;;;ROSES;SEASHELLS;14394;2
51800;;;AMETHYSTS;SEASHELLS;9998;2
51800;;;STARFRUIT;SEASHELLS;5019;2
51900;;;AMETHYSTS;SEASHELLS;10005;5
51900;;;CHOCOLATE;SEASHELLS;7896;7
