sandboxLog;lambdaLog;timestamp
;{'time': 2700, 'best_bid': 1095, 'best_ask': 1103, 'bidPrice': 1098.0, 'askPrice': 1099.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2093.1143, 'humidity': 70.60007};2700
;{'time': 2800, 'best_bid': 1096, 'best_ask': 1104, 'bidPrice': 1099.0, 'askPrice': 1100.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2092.8464, 'humidity': 70.62177};2800
;{'time': 2900, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.0, 'askPrice': 1102.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2092.578, 'humidity': 70.64344};2900
;{'time': 3000, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.5, 'askPrice': 1103.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2092.3083, 'humidity': 70.66508};3000
;{'time': 3100, 'best_bid': 1100, 'best_ask': 1108, 'bidPrice': 1103.5, 'askPrice': 1105.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2092.0378, 'humidity': 70.68667};3100
;{'time': 3200, 'best_bid': 1099, 'best_ask': 1107, 'bidPrice': 1102.0, 'askPrice': 1103.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2091.7666, 'humidity': 70.70823};3200
;{'time': 3300, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.5, 'askPrice': 1103.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2091.4944, 'humidity': 70.72975};3300
;{'time': 3400, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.5, 'askPrice': 1103.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2091.2212, 'humidity': 70.75124};3400
;{'time': 3500, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.0, 'askPrice': 1103.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2090.9473, 'humidity': 70.77269};3500
;{'time': 3600, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.0, 'askPrice': 1102.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2090.6724, 'humidity': 70.794106};3600
;{'time': 3700, 'best_bid': 1097, 'best_ask': 1105, 'bidPrice': 1100.5, 'askPrice': 1102.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2090.3967, 'humidity': 70.81548};3700
;{'time': 3800, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.5, 'askPrice': 1103.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2090.12, 'humidity': 70.83683};3800
;{'time': 3900, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.5, 'askPrice': 1103.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2089.8425, 'humidity': 70.85814};3900
;{'time': 4000, 'best_bid': 1099, 'best_ask': 1107, 'bidPrice': 1102.5, 'askPrice': 1104.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2089.5642, 'humidity': 70.87941};4000
;{'time': 4100, 'best_bid': 1099, 'best_ask': 1107, 'bidPrice': 1102.5, 'askPrice': 1104.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2089.2852, 'humidity': 70.90064};4100
;{'time': 4200, 'best_bid': 1099, 'best_ask': 1107, 'bidPrice': 1102.0, 'askPrice': 1103.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2089.005, 'humidity': 70.921844};4200
;{'time': 4300, 'best_bid': 1100, 'best_ask': 1108, 'bidPrice': 1103.0, 'askPrice': 1104.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2088.724, 'humidity': 70.94301};4300
;{'time': 4400, 'best_bid': 1100, 'best_ask': 1108, 'bidPrice': 1103.0, 'askPrice': 1105.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2088.4421, 'humidity': 70.964134};4400
;{'time': 4500, 'best_bid': 1100, 'best_ask': 1108, 'bidPrice': 1103.5, 'askPrice': 1105.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2088.1594, 'humidity': 70.98523};4500
;{'time': 4600, 'best_bid': 1100, 'best_ask': 1108, 'bidPrice': 1103.5, 'askPrice': 1105.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2087.876, 'humidity': 71.00629};4600
;{'time': 4700, 'best_bid': 1099, 'best_ask': 1107, 'bidPrice': 1102.5, 'askPrice': 1104.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2087.5916, 'humidity': 71.02731};4700
;{'time': 4800, 'best_bid': 1099, 'best_ask': 1107, 'bidPrice': 1102.0, 'askPrice': 1104.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2087.3064, 'humidity': 71.0483};4800
;{'time': 4900, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.0, 'askPrice': 1102.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2087.0203, 'humidity': 71.06925};4900
;{'time': 5000, 'best_bid': 1097, 'best_ask': 1105, 'bidPrice': 1100.5, 'askPrice': 1102.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2086.7332, 'humidity': 71.09017};5000
;{'time': 5100, 'best_bid': 1096, 'best_ask': 1104, 'bidPrice': 1099.5, 'askPrice': 1101.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2086.4456, 'humidity': 71.11105};5100
;{'time': 5200, 'best_bid': 1097, 'best_ask': 1105, 'bidPrice': 1100.5, 'askPrice': 1102.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2086.1567, 'humidity': 71.131905};5200
;{'time': 5300, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.5, 'askPrice': 1103.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2085.8672, 'humidity': 71.15272};5300
;{'time': 5400, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.5, 'askPrice': 1103.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2085.577, 'humidity': 71.17349};5400
;{'time': 5500, 'best_bid': 1097, 'best_ask': 1105, 'bidPrice': 1100.0, 'askPrice': 1101.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2085.2856, 'humidity': 71.19424};5500
;{'time': 5600, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.0, 'askPrice': 1102.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2084.9937, 'humidity': 71.21495};5600
;{'time': 5700, 'best_bid': 1099, 'best_ask': 1107, 'bidPrice': 1102.0, 'askPrice': 1103.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2084.701, 'humidity': 71.23563};5700
;{'time': 5800, 'best_bid': 1099, 'best_ask': 1107, 'bidPrice': 1102.0, 'askPrice': 1104.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2084.4072, 'humidity': 71.25626};5800
;{'time': 5900, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.0, 'askPrice': 1102.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2084.1125, 'humidity': 71.27687};5900
;{'time': 6000, 'best_bid': 1098, 'best_ask': 1105, 'bidPrice': 1100.5, 'askPrice': 1102.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2083.8171, 'humidity': 71.29744};6000
;{'time': 6100, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.5, 'askPrice': 1103.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2083.521, 'humidity': 71.31798};6100
;{'time': 6200, 'best_bid': 1100, 'best_ask': 1108, 'bidPrice': 1103.5, 'askPrice': 1105.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2083.2239, 'humidity': 71.33848};6200
;{'time': 6300, 'best_bid': 1100, 'best_ask': 1108, 'bidPrice': 1103.0, 'askPrice': 1105.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2082.926, 'humidity': 71.35895};6300
;{'time': 6400, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.5, 'askPrice': 1103.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2082.6274, 'humidity': 71.37939};6400
;{'time': 6500, 'best_bid': 1097, 'best_ask': 1105, 'bidPrice': 1100.5, 'askPrice': 1102.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2082.328, 'humidity': 71.39979};6500
;{'time': 6600, 'best_bid': 1097, 'best_ask': 1105, 'bidPrice': 1100.0, 'askPrice': 1102.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2082.0276, 'humidity': 71.42015};6600
;{'time': 6700, 'best_bid': 1096, 'best_ask': 1104, 'bidPrice': 1099.0, 'askPrice': 1100.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2081.7263, 'humidity': 71.44048};6700
;{'time': 6800, 'best_bid': 1094, 'best_ask': 1102, 'bidPrice': 1097.5, 'askPrice': 1099.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2081.4243, 'humidity': 71.460785};6800
;{'time': 6900, 'best_bid': 1095, 'best_ask': 1103, 'bidPrice': 1098.5, 'askPrice': 1100.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2081.1216, 'humidity': 71.48105};6900
;{'time': 7000, 'best_bid': 1095, 'best_ask': 1103, 'bidPrice': 1098.0, 'askPrice': 1100.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2080.8179, 'humidity': 71.50128};7000
;{'time': 7100, 'best_bid': 1095, 'best_ask': 1103, 'bidPrice': 1098.0, 'askPrice': 1100.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2080.5134, 'humidity': 71.52148};7100
;{'time': 7200, 'best_bid': 1096, 'best_ask': 1104, 'bidPrice': 1099.5, 'askPrice': 1101.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2080.2083, 'humidity': 71.54164};7200
;{'time': 7300, 'best_bid': 1096, 'best_ask': 1104, 'bidPrice': 1099.5, 'askPrice': 1101.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2079.9023, 'humidity': 71.561775};7300
;{'time': 7400, 'best_bid': 1096, 'best_ask': 1104, 'bidPrice': 1099.0, 'askPrice': 1100.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2079.5955, 'humidity': 71.58187};7400
;{'time': 7500, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.0, 'askPrice': 1102.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2079.2878, 'humidity': 71.60194};7500
;{'time': 7600, 'best_bid': 1098, 'best_ask': 1106, 'bidPrice': 1101.0, 'askPrice': 1102.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2078.9792, 'humidity': 71.62197};7600
;{'time': 7700, 'best_bid': 1097, 'best_ask': 1105, 'bidPrice': 1100.0, 'askPrice': 1101.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2078.67, 'humidity': 71.64197};7700
;{'time': 7800, 'best_bid': 1094, 'best_ask': 1102, 'bidPrice': 1097.5, 'askPrice': 1099.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2078.3599, 'humidity': 71.661934};7800
;{'time': 7900, 'best_bid': 1093, 'best_ask': 1101, 'bidPrice': 1096.5, 'askPrice': 1098.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2078.049, 'humidity': 71.68186};7900
;{'time': 8000, 'best_bid': 1099, 'best_ask': 1101, 'bidPrice': 1096.0, 'askPrice': 1098.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2077.7375, 'humidity': 71.70176};8000
;{'time': 8100, 'best_bid': 1093, 'best_ask': 1101, 'bidPrice': 1096.0, 'askPrice': 1097.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2077.425, 'humidity': 71.72163};8100
;{'time': 8200, 'best_bid': 1092, 'best_ask': 1100, 'bidPrice': 1095.0, 'askPrice': 1096.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2077.1118, 'humidity': 71.74146};8200
;{'time': 8300, 'best_bid': 1092, 'best_ask': 1100, 'bidPrice': 1095.5, 'askPrice': 1097.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2076.7979, 'humidity': 71.76126};8300
;{'time': 8400, 'best_bid': 1093, 'best_ask': 1101, 'bidPrice': 1096.5, 'askPrice': 1098.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2076.483, 'humidity': 71.78103};8400
;{'time': 8500, 'best_bid': 1093, 'best_ask': 1101, 'bidPrice': 1096.0, 'askPrice': 1097.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2076.1672, 'humidity': 71.800766};8500
;{'time': 8600, 'best_bid': 1092, 'best_ask': 1100, 'bidPrice': 1095.0, 'askPrice': 1096.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2075.8508, 'humidity': 71.820465};8600
;{'time': 8700, 'best_bid': 1092, 'best_ask': 1099, 'bidPrice': 1094.5, 'askPrice': 1096.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2075.5337, 'humidity': 71.84013};8700
;{'time': 8800, 'best_bid': 1091, 'best_ask': 1099, 'bidPrice': 1094.5, 'askPrice': 1096.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2075.2158, 'humidity': 71.85977};8800
;{'time': 8900, 'best_bid': 1090, 'best_ask': 1098, 'bidPrice': 1093.5, 'askPrice': 1095.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2074.8972, 'humidity': 71.87938};8900
;{'time': 9000, 'best_bid': 1091, 'best_ask': 1099, 'bidPrice': 1094.0, 'askPrice': 1095.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2074.5776, 'humidity': 71.89896};9000
;{'time': 9100, 'best_bid': 1090, 'best_ask': 1094, 'bidPrice': 1093.0, 'askPrice': 1094.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2074.2573, 'humidity': 71.918495};9100
;{'time': 9200, 'best_bid': 1087, 'best_ask': 1095, 'bidPrice': 1090.5, 'askPrice': 1092.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2073.9363, 'humidity': 71.938};9200
;{'time': 9300, 'best_bid': 1087, 'best_ask': 1095, 'bidPrice': 1090.5, 'askPrice': 1092.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2073.6145, 'humidity': 71.95748};9300
;{'time': 9400, 'best_bid': 1088, 'best_ask': 1096, 'bidPrice': 1091.5, 'askPrice': 1093.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2073.2917, 'humidity': 71.97692};9400
;{'time': 9500, 'best_bid': 1087, 'best_ask': 1095, 'bidPrice': 1090.5, 'askPrice': 1092.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2072.9685, 'humidity': 71.99634};9500
;{'time': 9600, 'best_bid': 1086, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2072.6443, 'humidity': 72.01572};9600
;{'time': 9700, 'best_bid': 1086, 'best_ask': 1094, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2072.3196, 'humidity': 72.035065};9700
;{'time': 9800, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2071.994, 'humidity': 72.05438};9800
;{'time': 9900, 'best_bid': 1088, 'best_ask': 1093, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2071.6675, 'humidity': 72.07367};9900
;{'time': 10000, 'best_bid': 1085, 'best_ask': 1093, 'bidPrice': 1088.0, 'askPrice': 1090.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2071.3403, 'humidity': 72.09292};10000
;{'time': 10100, 'best_bid': 1084, 'best_ask': 1092, 'bidPrice': 1087.0, 'askPrice': 1088.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2071.0122, 'humidity': 72.112144};10100
;{'time': 10200, 'best_bid': 1083, 'best_ask': 1091, 'bidPrice': 1086.0, 'askPrice': 1087.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2070.6836, 'humidity': 72.13133};10200
;{'time': 10300, 'best_bid': 1084, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2070.3542, 'humidity': 72.1505};10300
;{'time': 10400, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2070.024, 'humidity': 72.169624};10400
;{'time': 10500, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2069.693, 'humidity': 72.18872};10500
;{'time': 10600, 'best_bid': 1086, 'best_ask': 1094, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2069.3613, 'humidity': 72.20779};10600
;{'time': 10700, 'best_bid': 1085, 'best_ask': 1093, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2069.029, 'humidity': 72.22682};10700
;{'time': 10800, 'best_bid': 1084, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2068.6958, 'humidity': 72.24583};10800
;{'time': 10900, 'best_bid': 1085, 'best_ask': 1093, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2068.3618, 'humidity': 72.26479};10900
;{'time': 11000, 'best_bid': 1085, 'best_ask': 1093, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2068.0273, 'humidity': 72.28374};11000
;{'time': 11100, 'best_bid': 1083, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2067.692, 'humidity': 72.30265};11100
;{'time': 11200, 'best_bid': 1083, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 0.9, 'exportTariff': 9.5, 'importTariff': -5.0, 'sunlight': 2067.3557, 'humidity': 72.321526};11200
